nom,categorie,prix_eur,volume_L,degre_pct,ratio,image,url
"Château Gruaud Larose, 2021 - Saint-Julien AOP - Rouge - 75 cl",vins-rouges,104.95,0.75,12.5,1119.47,https://media.e.leclerc/3760280783136_1,https://www.e.leclerc/pro/chateau-gruaud-larose-2021-saint-julien-aop-rouge-75-cl
"CHATEAU LA CROIX DUMEYNIEUX, 2020 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3258691537016_1,https://www.e.leclerc/pro/chateau-la-croix-dumeynieux-2020-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Rupert & Rothschild Classique, 2019, Afrique du Sud - Rouge -  75 cl",vins-rouges,18.1,0.75,13.5,178.77,https://media.e.leclerc/6009802282168_1,https://www.e.leclerc/pro/rupert-rothschild-classique-2019-afrique-du-sud-rouge-75-cl
"Bouchard ainé & fils, 2023 - Côte de Beaune Villages AOP - Rouge - 75 cl",vins-rouges,20.9,0.75,,,https://media.e.leclerc/3340180011784_1,https://www.e.leclerc/pro/bouchard-aine-fils-2023-cote-de-beaune-villages-aop-rouge-75-cl
"Vellas Père et Fils, 2021 - Corbières AOP - Rouge - 75 cl",vins-rouges,9.89,0.75,14.5,90.94,https://media.e.leclerc/3701086305696_1,https://www.e.leclerc/pro/vellas-pere-et-fils-2021-corbieres-aop-rouge-75-cl
"CHÂTEAU TALBOT, 2016 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,64.8,0.75,13.5,640.0,https://fgellaobb.filerobot.com/3661419116200_1,https://www.e.leclerc/pro/chateau-talbot-2016-saint-julien-aop-rouge-75-cl
"Connetable de Talbot, 2019 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,24.4,0.75,13.5,240.99,https://fgellaobb.filerobot.com/3661419219208_1,https://www.e.leclerc/pro/connetable-de-talbot-2019-saint-julien-aop-rouge-75-cl
"Domaine de Rochebin, 2019 - Bourgogne AOP - Rouge -  75 cl",vins-rouges,8.99,0.75,12.5,95.89,https://fgellaobb.filerobot.com/3379810075032_1,https://www.e.leclerc/pro/domaine-de-rochebin-2019-bourgogne-aop-rouge-75-cl
"Jean-Luc Colombo Les Méjeans BIO, 2020 - Cornas AOP - Rouge - 75 cl",vins-rouges,41.8,0.75,,,https://media.e.leclerc/3760026100784_1,https://www.e.leclerc/pro/jean-luc-colombo-les-mejeans-bio-2020-cornas-aop-rouge-75-cl
"M. Chapoutier BIO, 2017 - Cornas AOP - Rouge - 75 cl",vins-rouges,33.0,0.75,,,https://media.e.leclerc/3391180002968_1,https://www.e.leclerc/pro/m-chapoutier-bio-2017-cornas-aop-rouge-75-cl
"Château Coulinet, 2021 - Bergerac AOP - Rouge -  75 cl",vins-rouges,,0.75,,,https://fgellaobb.filerobot.com/3760077982568_1,https://www.e.leclerc/pro/chateau-coulinet-2021-bergerac-aop-rouge-75-cl
"Domaine de la Daysse, 2019 - Gigondas AOP - Rouge -  75 cl",vins-rouges,16.0,0.75,15.5,137.63,https://fgellaobb.filerobot.com/3142920028256_1,https://www.e.leclerc/pro/domaine-de-la-daysse-2019-gigondas-aop-rouge-75-cl
"Fleur château beauregard ducasse, 2022 - Graves AOP - Rouge - 75 cl",vins-rouges,5.5,0.75,13.5,54.32,https://media.e.leclerc/3760178554299_1,https://www.e.leclerc/pro/fleur-chateau-beauregard-ducasse-2022-graves-aop-rouge-75-cl
"Le Madiran d'Alain Brumont, 2018 - Madiran AOP - Rouge - 75 cl",vins-rouges,6.8,0.75,13.5,67.16,https://fgellaobb.filerobot.com/3372220000731_1,https://www.e.leclerc/pro/le-madiran-d-alain-brumont-2018-madiran-aop-rouge-75-cl
"CHATEAU DES MAURES, 2021 - Lalande de Pomerol AOP - Rouge - 75 cl",vins-rouges,11.4,0.75,12.5,121.6,https://media.e.leclerc/3429672145043_1,https://www.e.leclerc/pro/chateau-des-maures-2021-lalande-de-pomerol-aop-rouge-75-cl
"Chateau lanessan, 2016 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,14.9,0.75,13.5,147.16,https://media.e.leclerc/3760096586587_1,https://www.e.leclerc/pro/chateau-lanessan-2016-haut-medoc-aop-rouge-75-cl
"Famille Amirault Grosbois BIO, 2022 - Saint Nicolas de Bourgueil AOP - Rouge - 75 cl",vins-rouges,13.25,0.75,,,https://fgellaobb.filerobot.com/3760184680128_1,https://www.e.leclerc/pro/famille-amirault-grosbois-bio-2022-saint-nicolas-de-bourgueil-aop-rouge-75-cl
"Château d'Arthus, 2016 - Saint-Emilion AOP - Rouge -  75 cl",vins-rouges,7.75,0.75,,,https://fgellaobb.filerobot.com/3339001600931_1,https://www.e.leclerc/pro/chateau-d-arthus-2016-saint-emilion-aop-rouge-75-cl
"St pierre, 2019 - Médoc AOP - Rouge - 75 cl",vins-rouges,57.9,0.75,,,https://media.e.leclerc/3700415103392_1,https://www.e.leclerc/pro/st-pierre-2019-medoc-aop-rouge-75-cl
"Château chanteloiseau, 2020 - Graves AOP - Rouge - 75 cl",vins-rouges,5.95,0.75,13.5,58.77,https://media.e.leclerc/3455441606408_1,https://www.e.leclerc/pro/chateau-chanteloiseau-2020-graves-aop-rouge-75-cl
"Château lesparre, 2020 - Graves de vayres AOP - Rouge - 75 cl",vins-rouges,7.95,0.75,13.5,78.52,https://media.e.leclerc/3419490122203_1,https://www.e.leclerc/pro/chateau-lesparre-2020-graves-de-vayres-aop-rouge-75-cl
"Château Roustan BIO, 2021 - Costières de Nîmes AOP - Rouge - 75 cl",vins-rouges,5.5,0.75,,,https://fgellaobb.filerobot.com/3514975101008_1,https://www.e.leclerc/pro/chateau-roustan-bio-2021-costieres-de-nimes-aop-rouge-75-cl
"Bernard Magrez La Destinée de Clément V, 2017 - Châteauneuf-du-Pape AOP - Rouge -  75 cl",vins-rouges,25.7,0.75,,,https://fgellaobb.filerobot.com/3760127871699_1,https://www.e.leclerc/pro/bernard-magrez-la-destinee-de-clement-v-2017-chateauneuf-du-pape-aop-rouge-75-cl
"Mas Amiel Vintage, 2017 - Maury AOP - Rouge -  75 cl",vins-rouges,14.1,0.75,16.5,113.94,https://fgellaobb.filerobot.com/3281540032073_1,https://www.e.leclerc/pro/mas-amiel-vintage-2017-maury-aop-rouge-75-cl
"Bouchard Ainé & Fils, 2019 - Savigny-lès-Beaune AOP - Rouge -  75 cl",vins-rouges,32.38,0.75,,,https://fgellaobb.filerobot.com/3340180000573_1,https://www.e.leclerc/pro/bouchard-aine-fils-2019-savigny-les-beaune-aop-rouge-75-cl
"Chateau Capendu, 2023 - Corbières AOP - Rouge - 75 cl",vins-rouges,6.3,0.75,14.5,57.93,https://media.e.leclerc/3760040436784_1,https://www.e.leclerc/pro/chateau-capendu-2023-corbieres-aop-rouge-75-cl
"Chateau Monconseil, 2019 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.95,0.75,,,https://media.e.leclerc/3496611615011_1,https://www.e.leclerc/pro/chateau-monconseil-2019-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"M. Chapoutier, 2024 - Costières de Nîmes AOP - Rouge - 75 cl",vins-rouges,5.35,0.75,13.5,52.84,https://media.e.leclerc/3391180000636_1,https://www.e.leclerc/pro/m-chapoutier-2024-costieres-de-nimes-aop-rouge-75-cl
"L'Esprit de Chevalier, 2021 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,22.9,0.75,13.5,226.17,https://media.e.leclerc/3760290644380_1,https://www.e.leclerc/pro/l-esprit-de-chevalier-2021-pessac-leognan-aop-rouge-75-cl
"Canteloup lestage, 2022 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,,0.75,13.5,,https://media.e.leclerc/3571960005857_1,https://www.e.leclerc/pro/canteloup-lestage-2022-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Domaine Grand Montmirail, 2020 - Gigondas AOP - Rouge - 75 cl",vins-rouges,15.5,0.75,14.5,142.53,https://fgellaobb.filerobot.com/3325151531720_1,https://www.e.leclerc/pro/domaine-grand-montmirail-2020-gigondas-aop-rouge-75-cl
"Château de La Riviere, 2020 - Fronsac AOP - Rouge -  75 cl",vins-rouges,11.95,0.75,,,https://fgellaobb.filerobot.com/3523150120208_1,https://www.e.leclerc/pro/chateau-de-la-riviere-2020-fronsac-aop-rouge-75-cl
"Chateau carbonnieux , 2020 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,20.9,0.75,,,https://media.e.leclerc/3330259201208_1,https://www.e.leclerc/pro/chateau-carbonnieux-2020-pessac-leognan-aop-rouge-75-cl
"CHATEAU TOUR SAINT PAUL, 2020 - Bordeaux Supérieur AOP - Rouge - 75 cl",vins-rouges,7.02,0.75,13.5,69.33,https://media.e.leclerc/3258691586120_1,https://www.e.leclerc/pro/chateau-tour-saint-paul-2020-bordeaux-superieur-aop-rouge-75-cl
"Chateau bel air, 2019 - Pomerol AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3760139710504_1,https://www.e.leclerc/pro/chateau-bel-air-2019-pomerol-aop-rouge-75-cl
"Famille Périn Le Grand Prebois, 2022 - Gigondas AOP - Rouge - 75 cl",vins-rouges,15.3,0.75,14.5,140.69,https://media.e.leclerc/3296184016464_1,https://www.e.leclerc/pro/famille-perin-le-grand-prebois-2022-gigondas-aop-rouge-75-cl
"Domaine de la rochette, 2023 - Touraine AOP - Rouge - 75 cl",vins-rouges,6.53,0.75,12.5,69.65,https://media.e.leclerc/3477470000408_1,https://www.e.leclerc/pro/domaine-de-la-rochette-2023-touraine-aop-rouge-75-cl
"Black wolf BIO, 2018 - Pic-Saint-Loup AOP - Rouge - 75 cl",vins-rouges,14.9,0.75,14.5,137.01,https://media.e.leclerc/3701086309328_1,https://www.e.leclerc/pro/black-wolf-bio-2018-pic-saint-loup-aop-rouge-75-cl
"Château Croizet-Bages, 2020 - Pauillac AOP - Rouge -  75 cl",vins-rouges,29.95,0.75,,,https://fgellaobb.filerobot.com/3284399051264_1,https://www.e.leclerc/pro/chateau-croizet-bages-2020-pauillac-aop-rouge-75-cl
"Excellence de bazin, 2020 - Côtes du Marmandais AOP - Rouge - 75 cl",vins-rouges,6.95,0.75,14.5,63.91,https://media.e.leclerc/3468000077120_1,https://www.e.leclerc/pro/excellence-de-bazin-2020-cotes-du-marmandais-aop-rouge-75-cl
"Les Sablons, 2022 - Grignan-les-Adhémar AOP - Rouge - 75 cl",vins-rouges,4.5,0.75,,,https://media.e.leclerc/3435850000752_1,https://www.e.leclerc/pro/les-sablons-2022-grignan-les-adhemar-aop-rouge-75-cl
"Domaine du Père Hugues - Plan de Dieu, 2018 - Côtes du Rhône AOP - Rouge -  75 cl",vins-rouges,4.6,0.75,,,https://fgellaobb.filerobot.com/3174360079048_1,https://www.e.leclerc/pro/domaine-du-pere-hugues-plan-de-dieu-2018-cotes-du-rhone-aop-rouge-75-cl
"Château Gruaud Larose, 2021 - Saint-Julien AOP - Rouge - 75 cl",vins-rouges,104.95,0.75,12.5,1119.47,https://media.e.leclerc/3760280783136_1,https://www.e.leclerc/pro/chateau-gruaud-larose-2021-saint-julien-aop-rouge-75-cl
"CHATEAU LA CROIX DUMEYNIEUX, 2020 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3258691537016_1,https://www.e.leclerc/pro/chateau-la-croix-dumeynieux-2020-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Rupert & Rothschild Classique, 2019, Afrique du Sud - Rouge -  75 cl",vins-rouges,18.1,0.75,13.5,178.77,https://media.e.leclerc/6009802282168_1,https://www.e.leclerc/pro/rupert-rothschild-classique-2019-afrique-du-sud-rouge-75-cl
"Bouchard ainé & fils, 2023 - Côte de Beaune Villages AOP - Rouge - 75 cl",vins-rouges,20.9,0.75,,,https://media.e.leclerc/3340180011784_1,https://www.e.leclerc/pro/bouchard-aine-fils-2023-cote-de-beaune-villages-aop-rouge-75-cl
"Vellas Père et Fils, 2021 - Corbières AOP - Rouge - 75 cl",vins-rouges,9.89,0.75,14.5,90.94,https://media.e.leclerc/3701086305696_1,https://www.e.leclerc/pro/vellas-pere-et-fils-2021-corbieres-aop-rouge-75-cl
"CHÂTEAU TALBOT, 2016 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,64.8,0.75,13.5,640.0,https://fgellaobb.filerobot.com/3661419116200_1,https://www.e.leclerc/pro/chateau-talbot-2016-saint-julien-aop-rouge-75-cl
"Connetable de Talbot, 2019 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,24.4,0.75,13.5,240.99,https://fgellaobb.filerobot.com/3661419219208_1,https://www.e.leclerc/pro/connetable-de-talbot-2019-saint-julien-aop-rouge-75-cl
"Domaine de Rochebin, 2019 - Bourgogne AOP - Rouge -  75 cl",vins-rouges,8.99,0.75,12.5,95.89,https://fgellaobb.filerobot.com/3379810075032_1,https://www.e.leclerc/pro/domaine-de-rochebin-2019-bourgogne-aop-rouge-75-cl
"Jean-Luc Colombo Les Méjeans BIO, 2020 - Cornas AOP - Rouge - 75 cl",vins-rouges,41.8,0.75,,,https://media.e.leclerc/3760026100784_1,https://www.e.leclerc/pro/jean-luc-colombo-les-mejeans-bio-2020-cornas-aop-rouge-75-cl
"M. Chapoutier BIO, 2017 - Cornas AOP - Rouge - 75 cl",vins-rouges,33.0,0.75,,,https://media.e.leclerc/3391180002968_1,https://www.e.leclerc/pro/m-chapoutier-bio-2017-cornas-aop-rouge-75-cl
"Château Coulinet, 2021 - Bergerac AOP - Rouge -  75 cl",vins-rouges,,0.75,,,https://fgellaobb.filerobot.com/3760077982568_1,https://www.e.leclerc/pro/chateau-coulinet-2021-bergerac-aop-rouge-75-cl
"Domaine de la Daysse, 2019 - Gigondas AOP - Rouge -  75 cl",vins-rouges,16.0,0.75,15.5,137.63,https://fgellaobb.filerobot.com/3142920028256_1,https://www.e.leclerc/pro/domaine-de-la-daysse-2019-gigondas-aop-rouge-75-cl
"Famille Amirault Grosbois BIO, 2022 - Saint Nicolas de Bourgueil AOP - Rouge - 75 cl",vins-rouges,13.25,0.75,,,https://fgellaobb.filerobot.com/3760184680128_1,https://www.e.leclerc/pro/famille-amirault-grosbois-bio-2022-saint-nicolas-de-bourgueil-aop-rouge-75-cl
"St pierre, 2019 - Médoc AOP - Rouge - 75 cl",vins-rouges,57.9,0.75,,,https://media.e.leclerc/3700415103392_1,https://www.e.leclerc/pro/st-pierre-2019-medoc-aop-rouge-75-cl
"Château chanteloiseau, 2020 - Graves AOP - Rouge - 75 cl",vins-rouges,5.95,0.75,13.5,58.77,https://media.e.leclerc/3455441606408_1,https://www.e.leclerc/pro/chateau-chanteloiseau-2020-graves-aop-rouge-75-cl
"Château Roustan BIO, 2021 - Costières de Nîmes AOP - Rouge - 75 cl",vins-rouges,5.5,0.75,,,https://fgellaobb.filerobot.com/3514975101008_1,https://www.e.leclerc/pro/chateau-roustan-bio-2021-costieres-de-nimes-aop-rouge-75-cl
"Bernard Magrez La Destinée de Clément V, 2017 - Châteauneuf-du-Pape AOP - Rouge -  75 cl",vins-rouges,25.7,0.75,,,https://fgellaobb.filerobot.com/3760127871699_1,https://www.e.leclerc/pro/bernard-magrez-la-destinee-de-clement-v-2017-chateauneuf-du-pape-aop-rouge-75-cl
"Chateau Capendu, 2023 - Corbières AOP - Rouge - 75 cl",vins-rouges,6.3,0.75,14.5,57.93,https://media.e.leclerc/3760040436784_1,https://www.e.leclerc/pro/chateau-capendu-2023-corbieres-aop-rouge-75-cl
"Chateau Monconseil, 2019 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.95,0.75,,,https://media.e.leclerc/3496611615011_1,https://www.e.leclerc/pro/chateau-monconseil-2019-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Château Troplong Mondot, 2021 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,,0.75,13.5,,https://media.e.leclerc/3760302171200_1,https://www.e.leclerc/pro/chateau-troplong-mondot-2021-saint-emilion-grand-cru-aop-rouge-75-cl
"Domaine Brunely, 2023 - Gigondas AOP - Rouge - 75 cl",vins-rouges,15.8,0.75,,,https://fgellaobb.filerobot.com/3770003548003_1,https://www.e.leclerc/pro/domaine-brunely-2023-gigondas-aop-rouge-75-cl
"Château Citran, 2022 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,19.9,0.75,7.0,379.05,https://media.e.leclerc/3251092514419_1,https://www.e.leclerc/pro/chateau-citran-2022-haut-medoc-aop-rouge-75-cl
"Château Capendu La Comelle, 2020 - Corbières AOP - Rouge -  75 cl",vins-rouges,6.6,0.75,,,https://fgellaobb.filerobot.com/3760040436753_1,https://www.e.leclerc/pro/chateau-capendu-la-comelle-2020-corbieres-aop-rouge-75-cl
"Alter Ego De Château Palmer, Margaux, 2020 - Margaux AOP - Rouge -  75 cl",vins-rouges,69.9,0.75,,,https://fgellaobb.filerobot.com/3760309371115_1,https://www.e.leclerc/pro/alter-ego-de-chateau-palmer-margaux-2020-margaux-aop-rouge-75-cl
"Chateau rol valentin, 2019 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,,0.75,14.5,,https://media.e.leclerc/3760199371189_1,https://www.e.leclerc/pro/chateau-rol-valentin-2019-saint-emilion-grand-cru-aop-rouge-75-cl
"Château Les Grands Chênes, 2022 - Médoc AOP - Rouge - 75 cl",vins-rouges,15.23,0.75,13.5,150.42,https://media.e.leclerc/3284399055569_1,https://www.e.leclerc/pro/chateau-les-grands-chenes-2022-medoc-aop-rouge-75-cl
"Barc & Vallée BIO, 2023 - Saumur-Champigny AOP - Rouge - 75 cl",vins-rouges,8.25,0.75,12.5,88.0,https://media.e.leclerc/3760218911587_1,https://www.e.leclerc/pro/barc-vallee-bio-2023-saumur-champigny-aop-rouge-75-cl
"Chateau Beauregard, 2021 - Pomerol AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3760342180347_1,https://www.e.leclerc/pro/chateau-beauregard-2021-pomerol-aop-rouge-75-cl
"La tour penedesses, 2022 - Faugères AOP - Rouge - 75 cl",vins-rouges,14.5,0.75,,,https://media.e.leclerc/3760040091112_1,https://www.e.leclerc/pro/la-tour-penedesses-2022-faugeres-aop-rouge-75-cl
"Eclosion BIO, 2021 - Chinon AOP - Rouge - 75 cl",vins-rouges,10.0,0.75,12.5,106.67,https://media.e.leclerc/3512672144755_1,https://www.e.leclerc/pro/eclosion-bio-2021-chinon-aop-rouge-75-cl
"Signature, Cellier des Dauphins, 2024 - Côtes du Rhône AOP - Rouge - 75 cl",vins-rouges,3.65,0.75,14.5,33.56,https://media.e.leclerc/3179077469212_1,https://www.e.leclerc/pro/signature-cellier-des-dauphins-2024-cotes-du-rhone-aop-rouge-75-cl
"Domaine brunely, 2023 - Vacqueyras AOP - Rouge - 75 cl",vins-rouges,9.95,0.75,,,https://media.e.leclerc/3770003548027_1,https://www.e.leclerc/pro/domaine-brunely-2023-vacqueyras-aop-rouge-75-cl
"B.Dutheil Cabernet Franc, 2022 - Chinon AOP - Rouge - 75 cl",vins-rouges,8.1,0.75,14.5,74.48,https://media.e.leclerc/3700001043101_1,https://www.e.leclerc/pro/b-dutheil-cabernet-franc-2022-chinon-aop-rouge-75-cl
"Château Bellevue les Mangons BIO, 2022 - Bordeaux AOP - Rouge - 75 cl",vins-rouges,3.98,0.75,13.5,39.31,https://media.e.leclerc/3295890239068_1,https://www.e.leclerc/pro/chateau-bellevue-les-mangons-bio-2022-bordeaux-aop-rouge-75-cl
"Jean-Luc Colombo, 2022 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,18.5,0.75,,,https://media.e.leclerc/3760026108940_1,https://www.e.leclerc/pro/jean-luc-colombo-2022-saint-joseph-aop-rouge-75-cl
"Celliers de Bordeaux Benauge, 2022 - Vin de France AOP - Rouge - 75 cl",vins-rouges,4.5,0.75,,,https://media.e.leclerc/3543420000269_1,https://www.e.leclerc/pro/celliers-de-bordeaux-benauge-2022-vin-de-france-aop-rouge-75-cl
"Domaine de la rochette, 2023 - Touraine AOP - Rouge - 75 cl",vins-rouges,6.53,0.75,12.5,69.65,https://media.e.leclerc/3477470000408_1,https://www.e.leclerc/pro/domaine-de-la-rochette-2023-touraine-aop-rouge-75-cl
"Black wolf BIO, 2018 - Pic-Saint-Loup AOP - Rouge - 75 cl",vins-rouges,14.9,0.75,14.5,137.01,https://media.e.leclerc/3701086309328_1,https://www.e.leclerc/pro/black-wolf-bio-2018-pic-saint-loup-aop-rouge-75-cl
"Château Croizet-Bages, 2020 - Pauillac AOP - Rouge -  75 cl",vins-rouges,29.95,0.75,,,https://fgellaobb.filerobot.com/3284399051264_1,https://www.e.leclerc/pro/chateau-croizet-bages-2020-pauillac-aop-rouge-75-cl
"Excellence de bazin, 2020 - Côtes du Marmandais AOP - Rouge - 75 cl",vins-rouges,6.95,0.75,14.5,63.91,https://media.e.leclerc/3468000077120_1,https://www.e.leclerc/pro/excellence-de-bazin-2020-cotes-du-marmandais-aop-rouge-75-cl
"Les Sablons, 2022 - Grignan-les-Adhémar AOP - Rouge - 75 cl",vins-rouges,4.5,0.75,,,https://media.e.leclerc/3435850000752_1,https://www.e.leclerc/pro/les-sablons-2022-grignan-les-adhemar-aop-rouge-75-cl
"Domaine du Père Hugues - Plan de Dieu, 2018 - Côtes du Rhône AOP - Rouge -  75 cl",vins-rouges,4.6,0.75,,,https://fgellaobb.filerobot.com/3174360079048_1,https://www.e.leclerc/pro/domaine-du-pere-hugues-plan-de-dieu-2018-cotes-du-rhone-aop-rouge-75-cl
"Château Gruaud Larose, 2021 - Saint-Julien AOP - Rouge - 75 cl",vins-rouges,104.95,0.75,12.5,1119.47,https://media.e.leclerc/3760280783136_1,https://www.e.leclerc/pro/chateau-gruaud-larose-2021-saint-julien-aop-rouge-75-cl
"CHATEAU LA CROIX DUMEYNIEUX, 2020 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3258691537016_1,https://www.e.leclerc/pro/chateau-la-croix-dumeynieux-2020-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Rupert & Rothschild Classique, 2019, Afrique du Sud - Rouge -  75 cl",vins-rouges,18.1,0.75,13.5,178.77,https://media.e.leclerc/6009802282168_1,https://www.e.leclerc/pro/rupert-rothschild-classique-2019-afrique-du-sud-rouge-75-cl
"Bouchard ainé & fils, 2023 - Côte de Beaune Villages AOP - Rouge - 75 cl",vins-rouges,20.9,0.75,,,https://media.e.leclerc/3340180011784_1,https://www.e.leclerc/pro/bouchard-aine-fils-2023-cote-de-beaune-villages-aop-rouge-75-cl
"Vellas Père et Fils, 2021 - Corbières AOP - Rouge - 75 cl",vins-rouges,9.89,0.75,14.5,90.94,https://media.e.leclerc/3701086305696_1,https://www.e.leclerc/pro/vellas-pere-et-fils-2021-corbieres-aop-rouge-75-cl
"CHÂTEAU TALBOT, 2016 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,64.8,0.75,13.5,640.0,https://fgellaobb.filerobot.com/3661419116200_1,https://www.e.leclerc/pro/chateau-talbot-2016-saint-julien-aop-rouge-75-cl
"Connetable de Talbot, 2019 - Saint-Julien AOP - Rouge -  75 cl",vins-rouges,24.4,0.75,13.5,240.99,https://fgellaobb.filerobot.com/3661419219208_1,https://www.e.leclerc/pro/connetable-de-talbot-2019-saint-julien-aop-rouge-75-cl
"Domaine de Rochebin, 2019 - Bourgogne AOP - Rouge -  75 cl",vins-rouges,8.99,0.75,12.5,95.89,https://fgellaobb.filerobot.com/3379810075032_1,https://www.e.leclerc/pro/domaine-de-rochebin-2019-bourgogne-aop-rouge-75-cl
"Jean-Luc Colombo Les Méjeans BIO, 2020 - Cornas AOP - Rouge - 75 cl",vins-rouges,41.8,0.75,,,https://media.e.leclerc/3760026100784_1,https://www.e.leclerc/pro/jean-luc-colombo-les-mejeans-bio-2020-cornas-aop-rouge-75-cl
"M. Chapoutier BIO, 2017 - Cornas AOP - Rouge - 75 cl",vins-rouges,33.0,0.75,,,https://media.e.leclerc/3391180002968_1,https://www.e.leclerc/pro/m-chapoutier-bio-2017-cornas-aop-rouge-75-cl
"Château Coulinet, 2021 - Bergerac AOP - Rouge -  75 cl",vins-rouges,,0.75,,,https://fgellaobb.filerobot.com/3760077982568_1,https://www.e.leclerc/pro/chateau-coulinet-2021-bergerac-aop-rouge-75-cl
"Domaine de la Daysse, 2019 - Gigondas AOP - Rouge -  75 cl",vins-rouges,16.0,0.75,15.5,137.63,https://fgellaobb.filerobot.com/3142920028256_1,https://www.e.leclerc/pro/domaine-de-la-daysse-2019-gigondas-aop-rouge-75-cl
"Famille Amirault Grosbois BIO, 2022 - Saint Nicolas de Bourgueil AOP - Rouge - 75 cl",vins-rouges,13.25,0.75,,,https://fgellaobb.filerobot.com/3760184680128_1,https://www.e.leclerc/pro/famille-amirault-grosbois-bio-2022-saint-nicolas-de-bourgueil-aop-rouge-75-cl
"St pierre, 2019 - Médoc AOP - Rouge - 75 cl",vins-rouges,57.9,0.75,,,https://media.e.leclerc/3700415103392_1,https://www.e.leclerc/pro/st-pierre-2019-medoc-aop-rouge-75-cl
"Château chanteloiseau, 2020 - Graves AOP - Rouge - 75 cl",vins-rouges,5.95,0.75,13.5,58.77,https://media.e.leclerc/3455441606408_1,https://www.e.leclerc/pro/chateau-chanteloiseau-2020-graves-aop-rouge-75-cl
"Château Roustan BIO, 2021 - Costières de Nîmes AOP - Rouge - 75 cl",vins-rouges,5.5,0.75,,,https://fgellaobb.filerobot.com/3514975101008_1,https://www.e.leclerc/pro/chateau-roustan-bio-2021-costieres-de-nimes-aop-rouge-75-cl
"Chateau Capendu, 2023 - Corbières AOP - Rouge - 75 cl",vins-rouges,6.3,0.75,14.5,57.93,https://media.e.leclerc/3760040436784_1,https://www.e.leclerc/pro/chateau-capendu-2023-corbieres-aop-rouge-75-cl
"Château Troplong Mondot, 2021 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,,0.75,13.5,,https://media.e.leclerc/3760302171200_1,https://www.e.leclerc/pro/chateau-troplong-mondot-2021-saint-emilion-grand-cru-aop-rouge-75-cl
"Chateau Beauregard, 2021 - Pomerol AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3760342180347_1,https://www.e.leclerc/pro/chateau-beauregard-2021-pomerol-aop-rouge-75-cl
"La tour penedesses, 2022 - Faugères AOP - Rouge - 75 cl",vins-rouges,14.5,0.75,,,https://media.e.leclerc/3760040091112_1,https://www.e.leclerc/pro/la-tour-penedesses-2022-faugeres-aop-rouge-75-cl
"Eclosion BIO, 2021 - Chinon AOP - Rouge - 75 cl",vins-rouges,10.0,0.75,12.5,106.67,https://media.e.leclerc/3512672144755_1,https://www.e.leclerc/pro/eclosion-bio-2021-chinon-aop-rouge-75-cl
"Domaine brunely, 2023 - Vacqueyras AOP - Rouge - 75 cl",vins-rouges,9.95,0.75,,,https://media.e.leclerc/3770003548027_1,https://www.e.leclerc/pro/domaine-brunely-2023-vacqueyras-aop-rouge-75-cl
"Une Emotion, 2020 - Collioure AOP - Rouge - 75 cl",vins-rouges,14.2,0.75,14.5,130.57,https://media.e.leclerc/3760118602363_1,https://www.e.leclerc/pro/une-emotion-2020-collioure-aop-rouge-75-cl
"Vignoble Olivier Decelle ""Empreinte"", 2022 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,16.0,0.75,13.5,158.02,https://media.e.leclerc/3760296022380_1,https://www.e.leclerc/pro/vignoble-olivier-decelle-empreinte-2022-saint-joseph-aop-rouge-75-cl
